x, true, terminal, branch, bsde
1.787878787878788103e+02,2.814144945686939181e+01,2.674231693686087752e+01,2.812857627868652344e+01,2.646658706665039062e+01
1.797979797979797922e+02,2.822083311092005786e+01,2.681775380586375945e+01,2.820790100097656250e+01,2.654459762573242188e+01
1.808080808080808310e+02,2.829999408860838628e+01,2.689297906949552441e+01,2.829060745239257812e+01,2.661965560913085938e+01
1.818181818181818130e+02,2.837893425335308351e+01,2.696799449852969843e+01,2.837127685546875000e+01,2.669569969177246094e+01
1.828282828282828518e+02,2.845765544272761005e+01,2.704280183917953906e+01,2.845193481445312500e+01,2.676726722717285156e+01
1.838383838383838338e+02,2.853615946895923372e+01,2.711740281357224802e+01,2.852971839904785156e+01,2.684093093872070312e+01
1.848484848484848726e+02,2.861444811941581534e+01,2.719179912021159851e+01,2.860773277282714844e+01,2.691497230529785156e+01
1.858585858585858546e+02,2.869252315708060053e+01,2.726599243442908715e+01,2.868986129760742188e+01,2.699023818969726562e+01
1.868686868686868934e+02,2.877038632101547222e+01,2.733998440882416503e+01,2.876047134399414062e+01,2.706867027282714844e+01
1.878787878787878753e+02,2.884803932681286298e+01,2.741377667369369320e+01,2.884037399291992188e+01,2.714520645141601562e+01
1.888888888888889142e+02,2.892548386703684926e+01,2.748737083745108478e+01,2.892364120483398438e+01,2.722127151489257812e+01
1.898989898989898961e+02,2.900272161165355911e+01,2.756076848703534665e+01,2.900356674194335938e+01,2.729681015014648438e+01
1.909090909090909349e+02,2.907975420845134451e+01,2.763397118831031207e+01,2.907669067382812500e+01,2.737357521057128906e+01
1.919191919191919169e+02,2.915658328345094930e+01,2.770698048645446931e+01,2.915212059020996094e+01,2.744667625427246094e+01
1.929292929292929557e+02,2.923321044130594260e+01,2.777979790634145019e+01,2.922330284118652344e+01,2.751849746704101562e+01
1.939393939393939377e+02,2.930963726569378736e+01,2.785242495291167231e+01,2.930631637573242188e+01,2.758780860900878906e+01
1.949494949494949765e+02,2.938586531969772864e+01,2.792486311153522394e+01,2.937790298461914062e+01,2.765430068969726562e+01
1.959595959595959584e+02,2.946189614617974684e+01,2.799711384836631467e+01,2.944828796386718750e+01,2.772073936462402344e+01
1.969696969696969688e+02,2.953773126814495598e+01,2.806917861068949449e+01,2.953162574768066406e+01,2.779235267639160156e+01
1.979797979797979792e+02,2.961337218909754299e+01,2.814105882725795738e+01,2.960290145874023438e+01,2.786765670776367188e+01
1.989898989898989896e+02,2.968882039338853929e+01,2.821275590862397564e+01,2.968009567260742188e+01,2.794012069702148438e+01
2.000000000000000000e+02,2.976407734655570891e+01,2.828427124746191978e+01,2.975884437561035156e+01,2.800841331481933594e+01
